Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Loan_Status
23175,0,1,1,0,0,65910,47076,20000,240,1,1
23176,1,1,3,1,0,70292,13175,40000,300,1,1
23177,1,0,4,1,0,90756,,20000,120,0,0
23178,1,0,2,0,1,47102,12942,30000,300,1,1
23179,0,0,0,1,0,66502,37039,40000,120,0,0
23180,1,1,3,1,0,17053,45326,10000,240,0,1
23181,1,1,3,1,1,39212,,40000,180,1,1
23182,1,1,4,0,1,9085,9019,60000,180,1,1
23183,1,0,4,1,1,85835,44886,10000,300,1,0
23184,1,0,2,0,0,10516,49982,50000,240,1,0
23185,0,1,1,1,0,26441,2598,50000,180,1,1
23186,1,0,4,1,1,13904,32800,60000,60,1,1
23187,0,1,4,1,1,34587,13361,30000,180,0,0
23188,1,0,1,0,1,29845,17111,60000,240,1,0
23189,1,0,4,0,1,81440,48327,50000,360,1,0
23190,1,1,4,0,1,2731,35043,30000,300,1,1
23191,1,0,4,0,1,45482,37966,30000,180,0,0
23192,0,0,0,0,0,74048,,50000,60,1,0
23193,0,1,2,1,0,47304,26263,20000,60,0,1
23194,1,1,1,0,0,91114,11717,50000,300,0,1
23195,1,1,4,0,0,21874,16774,50000,300,1,1
23196,1,1,2,0,1,81087,7902,30000,300,1,0
23197,0,0,1,1,1,28975,13132,10000,240,0,0
23198,1,0,4,0,1,17567,43004,50000,360,0,1
23199,0,0,0,1,0,94541,10110,50000,240,1,0
23200,0,0,0,0,0,69219,16201,50000,300,1,0
23201,1,0,2,1,1,28829,47736,40000,120,1,0
23202,1,1,0,1,0,81733,4632,50000,120,1,0
23203,0,0,1,1,0,99474,6527,10000,60,0,1
23204,1,1,2,0,0,19409,35813,30000,240,1,1
23205,1,0,1,1,0,38885,33202,10000,240,1,0
23206,0,0,3,0,0,91690,,60000,240,0,1
23207,0,1,3,1,1,3411,5271,30000,240,1,1
23208,1,0,3,1,0,76701,2592,10000,60,1,1
23209,0,1,2,1,1,32573,23838,30000,360,0,0
23210,1,0,4,0,1,24844,21288,20000,180,1,1
23211,1,0,4,0,1,85211,,50000,300,1,1
23212,1,1,3,0,1,40527,17374,60000,180,0,0
23213,0,0,0,1,0,80837,46228,30000,360,1,1
23214,1,1,2,1,0,52919,35105,30000,300,1,0
23215,1,1,3,1,0,50022,49560,10000,360,0,1
23216,0,0,2,0,1,72475,6860,30000,300,0,1
23217,0,1,0,1,1,46914,26121,50000,60,1,1
23218,1,0,0,0,0,10831,11771,40000,300,0,0
23219,1,1,3,0,0,32884,26488,40000,240,0,0
23220,0,1,4,0,1,29771,13717,40000,300,0,0
23221,1,1,3,1,0,99445,49258,10000,240,1,1
23222,0,1,0,0,0,51765,,40000,360,0,1
23223,1,1,4,1,0,27413,13296,10000,360,1,0
23224,1,0,2,1,0,87565,,10000,300,0,1
23225,1,1,4,0,0,3505,19626,20000,180,1,0
23226,0,1,3,0,0,85771,46799,20000,180,0,1
23227,1,0,0,1,1,21318,13686,20000,120,1,1
23228,0,0,0,0,1,91201,40201,10000,300,0,0
23229,0,0,0,0,0,66314,26001,60000,120,1,1
23230,1,0,4,0,0,84755,46207,50000,180,0,1
23231,1,1,3,0,1,60791,25255,30000,60,1,0
23232,0,0,3,0,1,93530,9661,20000,120,1,0
23233,0,1,4,0,1,3980,13001,30000,180,1,1
23234,1,1,0,0,1,19354,46792,30000,300,1,1
23235,1,1,4,1,1,64208,39132,60000,180,1,1
23236,1,0,4,0,1,58502,,20000,300,1,1
23237,1,0,2,0,1,99640,33304,50000,60,0,0
23238,1,1,0,0,1,8412,,20000,180,1,0
23239,1,1,0,1,1,90797,14377,30000,120,1,0
23240,0,0,2,0,1,75019,14276,30000,60,1,0
23241,1,1,4,0,1,78897,25632,10000,240,1,1
23242,0,1,0,0,0,44229,20717,40000,120,1,1
23243,0,1,3,1,0,65477,49143,30000,300,1,1
23244,0,1,2,1,1,98206,26969,40000,120,0,1
23245,0,0,1,0,1,66016,14553,20000,360,0,0
23246,1,0,2,1,1,83543,,10000,240,1,0
23247,1,1,1,1,0,14204,16312,30000,300,1,1
23248,1,1,3,0,1,42401,42121,50000,300,0,0
23249,1,1,2,0,0,67953,16412,50000,60,1,1
23250,1,1,2,1,1,23391,24420,20000,240,1,0
23251,1,0,3,1,1,87127,29887,50000,60,1,1
23252,1,1,2,1,1,71777,42360,40000,180,1,1
23253,1,0,4,0,1,73608,6233,20000,120,1,1
23254,1,0,0,1,1,49785,,50000,120,0,1
23255,1,0,0,0,0,15085,39166,50000,60,1,1
23256,1,0,2,1,0,50625,35552,20000,300,1,1
23257,1,0,1,0,1,51141,,10000,180,1,1
23258,1,0,2,0,0,86926,16628,40000,240,0,1
23259,0,0,3,0,1,27300,2010,30000,120,1,0
23260,0,1,3,1,1,35697,7221,40000,300,1,1
23261,1,0,1,1,1,57244,46674,20000,360,1,1
23262,1,0,4,1,0,39871,33966,60000,300,1,1
23263,0,0,3,1,1,25434,48231,60000,360,1,1
23264,1,0,3,0,1,69793,19591,30000,60,0,0
23265,0,0,3,0,0,12804,44270,30000,120,1,1
23266,0,0,4,0,0,98832,20420,50000,300,1,0
23267,1,0,4,1,1,38207,37588,50000,300,1,1
23268,0,0,1,0,0,55826,37299,30000,180,1,1
23269,0,1,4,0,1,37930,,60000,180,0,1
23270,1,0,4,0,0,60376,13755,50000,60,1,1
23271,0,1,4,0,1,80582,39963,60000,60,1,1
23272,1,0,4,1,0,74027,37162,10000,240,0,0
23273,1,0,3,1,1,80757,32346,10000,360,1,1
23274,0,0,2,1,1,37877,21540,40000,60,1,0
23275,1,1,1,1,0,75430,,30000,60,1,1
23276,0,1,4,0,1,94652,48254,60000,180,1,0
23277,1,0,4,0,1,29988,11968,20000,300,1,1
23278,0,0,0,0,1,67368,15240,10000,360,1,1
23279,1,1,2,1,1,27622,16852,60000,300,1,1
23280,1,0,0,0,0,14449,7163,10000,360,1,1
23281,0,0,2,0,0,4951,7372,30000,180,1,0
23282,0,0,0,0,0,64907,47764,20000,360,1,0
23283,1,0,3,0,1,28396,,30000,180,1,1
23284,1,0,4,1,1,69117,32054,30000,60,1,1
23285,0,1,0,1,1,52939,16185,20000,300,1,1
23286,0,0,0,0,1,17647,18432,20000,60,1,0
23287,1,0,1,0,1,84804,42129,60000,240,1,0
23288,0,1,2,0,0,51543,,50000,180,0,0
23289,0,0,3,0,1,41992,24679,60000,60,1,0
23290,0,0,3,0,1,4072,5028,60000,180,1,0
23291,1,0,1,1,0,30422,44565,50000,360,1,1
23292,1,0,3,0,0,69488,43518,30000,360,1,1
23293,1,1,1,0,0,62577,44377,40000,60,1,1
23294,1,0,1,0,1,92958,3115,20000,180,1,0
23295,1,1,4,0,0,16956,35066,10000,120,0,0
23296,1,0,1,0,0,35113,16657,10000,360,0,1
23297,0,0,4,1,1,40657,38593,30000,180,1,1
23298,0,0,1,1,0,90157,22996,10000,60,1,1
23299,1,1,2,0,1,44039,45472,50000,240,1,1
23300,1,0,1,0,1,76522,4522,10000,120,1,1
23301,1,1,4,0,1,83015,22031,50000,60,1,0
23302,0,0,0,0,1,88520,,20000,120,0,0
23303,1,1,1,1,1,70289,6607,40000,120,0,1
23304,1,1,1,1,0,47828,44514,20000,240,1,1
23305,1,1,1,0,1,86654,36024,20000,120,1,1
23306,0,0,0,0,1,29693,44245,60000,240,0,0
23307,1,0,3,0,1,92954,46400,30000,360,1,0
23308,0,0,4,1,0,36906,25967,40000,240,1,0
23309,0,0,0,1,1,46952,,50000,180,1,0
23310,0,0,0,0,0,83236,,30000,360,0,1
23311,0,1,2,0,0,23065,,40000,180,0,1
23312,0,0,1,0,1,57046,45446,50000,360,1,1
23313,1,0,3,0,0,97808,41147,40000,60,1,0
23314,1,0,0,0,0,69980,21107,30000,120,1,1
23315,1,0,2,0,1,81400,22800,10000,360,1,1
23316,0,1,0,0,1,5630,17474,30000,240,0,1
23317,0,0,3,0,0,38306,23301,30000,360,1,1
23318,0,0,2,0,1,70981,48305,20000,180,1,0
23319,0,0,3,0,1,4115,19651,10000,180,0,1
23320,0,0,1,0,1,4593,17913,10000,240,1,1
23321,1,0,2,0,1,40701,,30000,300,0,0
23322,0,1,1,0,0,50856,19013,50000,180,1,1
23323,1,1,1,1,1,62691,8642,50000,180,1,1
23324,0,1,0,0,0,46075,41235,40000,240,1,1
23325,0,0,1,1,1,81609,35656,10000,240,1,1
23326,1,0,0,1,1,74414,42245,40000,180,1,1
23327,1,1,4,0,0,21381,36765,10000,120,1,1
23328,0,1,3,0,1,76708,7643,60000,120,1,0
23329,1,0,1,0,1,53651,20083,30000,300,1,1
23330,0,0,0,1,1,53224,20101,50000,240,0,1
23331,1,1,4,1,1,28264,25464,50000,120,0,0
23332,0,0,4,1,0,84844,8203,50000,120,1,1
23333,1,0,2,0,0,16676,26693,50000,180,1,1
23334,0,1,3,1,0,99609,22933,40000,300,1,1
23335,0,1,3,1,1,8177,14148,20000,360,1,0
23336,1,1,3,0,0,61662,22316,40000,60,1,1
23337,1,1,3,0,1,34671,21905,10000,120,1,0
23338,1,1,4,1,1,90743,46671,30000,360,0,1
23339,0,1,4,1,0,72771,33496,10000,240,1,1
23340,0,0,0,1,1,14636,5028,20000,60,0,0
23341,0,0,3,0,0,89528,24697,50000,60,1,1
23342,1,1,0,1,0,62849,33970,30000,300,1,1
23343,1,0,2,1,1,21609,40500,20000,360,1,0
23344,0,1,1,0,1,89806,,60000,240,1,1
23345,0,0,3,1,0,54711,34297,60000,360,1,1
23346,0,1,1,0,1,24240,41680,20000,60,0,1
23347,1,0,2,0,1,31531,30739,10000,120,1,0
23348,0,0,2,1,0,99857,14443,20000,240,1,1
23349,1,0,2,1,1,3612,10805,50000,360,1,1
23350,0,1,2,1,1,72012,,40000,360,1,1
23351,0,0,4,1,1,81343,10087,60000,180,1,1
23352,1,0,0,0,1,91573,9452,60000,360,1,1
23353,0,0,1,1,0,17620,27875,50000,60,1,0
23354,0,0,2,0,0,46924,38535,30000,360,0,1
23355,0,1,2,0,1,7289,2028,10000,120,1,1
23356,1,0,4,0,0,28906,8123,20000,360,1,0
23357,1,0,4,0,0,87052,41417,60000,300,1,1
23358,1,1,0,0,1,86570,40179,50000,180,1,1
23359,0,0,1,0,1,86317,34972,30000,240,1,1
23360,0,0,2,0,1,27633,38985,60000,60,1,1
23361,0,1,3,0,0,66091,6705,30000,240,0,1
23362,0,0,1,0,1,46720,40225,30000,300,0,1
23363,0,1,0,1,1,5258,,50000,120,1,1
23364,1,1,4,1,0,36584,,30000,180,1,1
23365,1,1,2,1,1,74639,27684,50000,180,1,0
23366,1,0,3,0,0,15392,27056,40000,240,1,1
23367,1,1,2,1,1,61595,29031,40000,180,1,1
23368,1,1,3,0,1,80650,42881,30000,360,1,1
23369,0,0,4,1,1,83433,45515,40000,360,1,1
23370,1,1,0,1,0,97833,13234,60000,240,0,1
23371,1,1,1,0,1,93451,4337,50000,120,1,1
23372,1,1,3,0,1,13150,38507,20000,60,0,1
23373,1,0,2,0,1,31045,49230,40000,360,0,1
23374,1,1,4,0,0,34622,,50000,60,1,0
23375,1,1,4,0,1,1358,8813,60000,120,1,1
23376,1,0,1,1,1,61426,15280,30000,120,1,1
23377,1,1,3,0,1,52084,11068,60000,60,1,1
23378,0,0,2,1,1,61207,31950,30000,120,0,1
23379,1,1,4,0,1,37762,21687,30000,360,1,1
23380,0,1,4,0,0,47587,,30000,60,1,1
23381,1,0,4,1,1,90353,25597,40000,60,1,1
23382,1,1,3,1,1,56820,36586,10000,180,1,1
23383,0,1,3,1,1,23422,20585,30000,240,1,1
23384,0,0,3,0,1,84807,5141,50000,180,0,1
23385,1,1,0,0,1,20647,29607,20000,120,1,0
23386,1,0,1,0,1,3147,29155,60000,60,1,0
23387,1,1,4,0,0,23770,17174,10000,360,1,0
23388,0,0,3,0,1,49049,46997,40000,360,1,1
23389,1,1,4,0,0,31979,2235,60000,120,1,1
23390,1,1,2,1,1,2704,45090,20000,300,1,0
23391,1,1,2,0,1,74049,25286,50000,360,1,1
23392,1,0,4,1,1,42989,3963,50000,180,1,1
23393,1,0,1,1,0,42801,34895,40000,60,1,1
23394,1,1,4,0,1,27918,39153,20000,60,1,0
23395,1,1,1,0,0,14506,16574,20000,120,1,1
23396,1,1,1,0,1,37139,29394,50000,60,1,1
23397,1,0,3,0,0,15807,,60000,120,1,1
23398,0,1,0,0,0,48443,39132,30000,120,1,1
23399,0,0,4,1,1,79015,12636,30000,180,1,0
23400,0,0,4,0,1,89225,,60000,180,0,1
23401,1,0,4,1,1,15903,46651,30000,300,1,0
23402,0,1,2,0,1,6762,30656,30000,360,1,1
23403,0,0,1,0,1,60575,49438,50000,120,1,0
23404,1,0,2,1,1,60762,1731,40000,60,1,1
23405,1,0,0,1,0,86034,31019,20000,360,1,1
23406,1,1,4,0,0,38083,45893,10000,300,1,1
23407,1,0,0,1,1,78101,49282,30000,60,1,1
23408,1,0,1,1,0,81051,28560,40000,300,1,1
23409,0,0,3,0,0,25272,41731,50000,300,1,1
23410,0,0,4,1,1,24657,33687,40000,300,0,0
23411,1,1,0,1,1,84325,31139,50000,120,1,0
23412,0,0,3,0,1,59000,21905,60000,360,0,1
23413,1,0,1,1,0,62704,22623,60000,300,1,1
23414,0,1,1,0,0,39463,16864,40000,120,1,0
23415,1,1,2,0,0,37511,11596,20000,300,0,0
23416,1,0,3,0,1,28426,31027,60000,300,0,1
23417,1,0,3,0,0,23272,35283,40000,120,1,1
23418,0,1,4,0,0,95641,49826,60000,120,1,1
23419,1,1,3,0,0,83580,20597,20000,240,1,1
23420,1,0,2,0,1,14590,16291,30000,240,1,0
23421,1,0,1,0,0,82433,12191,20000,240,1,0
23422,0,0,4,0,0,29344,8189,60000,300,0,1
23423,0,1,1,1,1,15255,,60000,360,1,1
23424,0,1,4,0,0,89172,40305,20000,360,1,1
23425,1,0,0,0,1,40990,,40000,240,1,1
23426,0,1,0,0,0,98292,15545,10000,180,1,0
23427,1,1,2,0,1,53858,36059,30000,300,0,0
23428,1,1,2,1,1,54069,,60000,120,1,0
23429,1,0,0,1,0,70685,,20000,300,1,0
23430,1,0,0,1,1,47915,,20000,300,0,1
23431,1,0,3,1,1,20982,44554,10000,360,0,0
23432,1,0,4,0,1,56456,48467,30000,300,0,1
23433,0,1,4,0,1,47080,21565,50000,300,1,0
23434,0,1,1,1,1,46375,38505,50000,120,1,1
23435,1,0,3,1,0,21163,25232,30000,60,0,1
23436,1,1,4,1,1,99652,17454,10000,360,1,1
23437,1,0,2,1,1,78434,8942,10000,180,0,0
23438,1,0,3,1,0,57805,43498,40000,240,0,1
23439,1,0,4,0,1,13175,4314,40000,300,1,0
23440,0,1,2,0,1,52476,23726,50000,180,1,1
23441,0,1,3,1,1,68100,4868,20000,360,0,1
23442,1,0,2,0,1,60126,,60000,240,1,1
23443,0,0,0,0,1,92868,8755,20000,60,1,1
23444,0,0,1,0,0,99874,47110,10000,60,0,1
23445,1,1,1,1,1,54400,34610,50000,360,0,1
23446,0,0,2,0,1,86325,46686,10000,180,1,1
23447,0,1,2,1,1,38206,1971,10000,300,0,1
23448,1,1,3,0,1,80246,,60000,120,1,1
23449,1,0,1,1,1,2409,22364,10000,180,1,1
23450,1,0,4,1,1,59646,14873,60000,300,1,1
23451,1,0,1,1,1,17893,20008,30000,60,1,1
23452,1,1,1,0,0,72173,12870,60000,240,1,1
23453,1,0,3,0,1,50882,,40000,360,1,0
23454,0,1,3,0,0,67724,45084,40000,360,1,1
23455,1,1,3,0,1,21076,22341,10000,60,1,1
23456,1,1,1,1,1,99413,1478,40000,360,1,1
23457,1,1,4,0,1,83983,1002,50000,300,1,1
23458,1,0,2,0,0,12365,4976,40000,60,1,1
23459,1,1,4,0,0,81911,43802,40000,240,0,1
23460,0,1,4,1,1,44671,20212,10000,240,0,1
23461,0,0,1,0,1,96479,22849,20000,300,1,1
23462,1,1,4,1,0,80539,22476,20000,240,1,0
23463,0,0,2,0,1,14501,24717,20000,300,1,0
23464,0,1,0,1,1,38368,36093,50000,120,0,1
23465,0,1,0,0,1,25609,4329,50000,180,0,1
23466,1,1,4,0,0,81665,,40000,180,1,1
23467,1,1,0,1,1,90838,,50000,360,1,1
23468,1,1,4,0,0,49069,47373,30000,360,1,0
23469,0,0,2,0,1,58886,2003,50000,120,1,1
23470,0,1,1,0,1,21557,31157,40000,240,1,1
23471,1,1,2,0,0,29145,9673,20000,60,1,1
23472,1,0,0,0,1,11120,1536,20000,180,0,0
23473,1,0,2,0,1,87662,7952,10000,60,1,0
23474,1,0,0,0,0,61922,16113,40000,300,0,1
23475,0,0,3,0,0,59562,6032,30000,360,0,1
23476,1,0,1,0,0,46466,,20000,60,1,1
23477,0,1,2,0,1,50523,6551,60000,180,0,0
23478,1,0,4,0,1,85264,1171,50000,120,1,1
23479,1,1,3,0,1,86068,3094,40000,60,1,1
23480,1,0,2,1,1,17221,40258,60000,60,1,1
23481,1,0,2,0,0,60380,24202,10000,300,1,1
23482,1,1,2,1,1,40840,35348,40000,300,0,1
23483,1,1,4,0,0,5997,12244,20000,180,1,1
23484,1,1,4,0,1,16777,,50000,60,1,1
23485,0,0,2,0,0,40280,10559,60000,360,0,1
23486,0,0,3,0,1,12091,23133,10000,360,1,0
23487,1,0,1,0,1,28912,38795,10000,300,1,1
23488,1,0,1,1,1,34259,47027,10000,300,1,1
23489,1,0,0,0,0,52260,19185,60000,360,1,0
23490,1,1,2,0,1,31562,26384,50000,240,1,1
23491,1,1,3,0,1,31228,17924,60000,300,1,0
23492,1,0,2,0,1,97450,34842,30000,120,0,1
23493,0,0,3,0,0,9095,20041,10000,300,1,0
23494,1,0,2,0,1,45753,49338,50000,360,1,0
23495,0,1,2,1,1,77900,5863,60000,180,1,1
23496,1,0,1,1,1,73100,17765,50000,180,1,1
23497,0,0,2,0,0,85094,18679,30000,300,0,1
23498,0,1,0,1,1,10438,27734,30000,300,1,1
23499,0,0,4,0,0,55558,16036,40000,360,0,1
